 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
80,5128441,3,1,0,0,0,0,0,0,0,0,0,0,0,0.779964126,1709480.333,2960173.286,5127594,100,5128441,2564220.5,3625157.569,5127594,847,0,0,0,0,0,0,0,0,0,104,40,0.584973094,0.194991031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
53,23966,2,2,66,202,33,33,33,0,101,101,101,0,11182.50855,166.9031127,7988.666667,13790.89556,23913,4,49,49,0,49,49,4,4,0,4,4,0,0,0,0,64,40,83.45155637,83.45155637,33,101,60.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,75.25,33,101,64,0,0,0,0,0,0,2,66,2,202,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,94432,2,2,62,236,31,31,31,0,118,118,118,0,3155.709929,42.35852253,31477.33333,54514.27844,94425,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,21.17926127,21.17926127,31,118,65.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,82.25,31,118,40,0,0,0,0,0,0,2,62,2,236,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,296811,4,2,148,286,37,37,37,0,143,143,143,0,1462.209959,20.21488422,59362.2,85625.6233,186484,2,186491,62163.66667,107664.5669,186484,3,2,2,0,2,2,0,0,0,0,80,40,13.47658948,6.73829474,37,143,67.28571429,51.72270387,2675.238095,0,0,0,0,0,0,0,0,0,78.5,37,143,80,0,0,0,0,0,0,4,148,2,286,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53,107532,4,2,260,294,65,65,65,0,147,147,147,0,5151.954767,55.79734405,21506.4,31869.16669,71005,3,36523,12174.33333,21081.36773,36517,3,4,4,0,4,4,0,0,0,0,80,40,37.19822936,18.59911468,65,147,88.42857143,40.01190299,1600.952381,0,0,0,0,0,0,0,0,0,103.1666667,65,147,80,0,0,0,0,0,0,4,260,2,294,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53,71834,2,2,104,352,52,52,52,0,176,176,176,0,6347.968928,55.68393797,23944.66667,41468.1831,71828,2,2,2,0,2,2,4,4,0,4,4,0,0,0,0,64,64,27.84196898,27.84196898,52,176,101.6,67.91759713,4612.8,0,0,0,0,0,0,0,0,1,127,52,176,64,0,0,0,0,0,0,2,104,2,352,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,1075,7,6,2990,2916,1486,0,427.1428571,723.342111,1452,0,486,748.2651936,5493953.488,12093.02326,89.58333333,228.553339,813,2,1075,179.1666667,380.964784,955,2,1012,202.4,343.0973623,813,3,0,0,0,0,164,144,6511.627907,5581.395349,0,1486,421.8571429,687.3411265,472437.8242,0,0,0,1,0,0,0,0,0,454.3076923,427.1428571,486,164,0,0,0,0,0,0,7,2990,6,2916,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
80,15082516,5,5,339,761,321,0,67.8,141.5669453,749,0,152.2,333.6348303,72.93212883,0.663019353,1675835.111,3474478.501,9933198,65,10200000,2546299.75,4925062.778,9933198,564,15000000,3749319.25,4792943.075,10100000,496,0,0,0,0,112,124,0.331509677,0.331509677,0,749,100,235.4192006,55422.2,0,0,0,1,0,0,0,0,1,110,67.8,152.2,112,0,0,0,0,0,0,5,339,5,761,8192,237,4,20,252001,0,252001,252001,9933198,0,9933198,9933198,BENIGN
80,5005956,3,1,0,0,0,0,0,0,0,0,0,0,0,0.799048174,1668652,2889453.075,5005105,95,5005956,2502978,3538541.938,5005105,851,0,0,0,0,0,0,0,0,0,104,40,0.59928613,0.199762043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
49898,0,1,1,6,6,6,6,6,0,6,6,6,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,65535,254,0,20,0,0,0,0,0,0,0,0,BENIGN
53,177,2,2,64,248,32,32,32,0,124,124,124,0,1762711.864,22598.87006,59,61.24540799,125,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,11299.43503,11299.43503,32,124,68.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,86,32,124,40,0,0,0,0,0,0,2,64,2,248,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,35752,1,1,51,67,51,51,51,0,67,67,67,0,3300.514657,55.94092638,35752,0,35752,35752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,27.97046319,27.97046319,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51,67,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,94065,1,1,46,183,46,46,46,0,183,183,183,0,2434.486791,21.26189337,94065,0,94065,94065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.63094669,10.63094669,46,183,91.66666667,79.09698688,6256.333333,0,0,0,0,0,0,0,0,1,137.5,46,183,20,0,0,0,0,0,0,1,46,1,183,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,848,2,0,0,0,0,0,0,0,0,0,0,0,0,2358.490566,848,0,848,848,848,848,0,848,848,0,0,0,0,0,0,0,0,0,64,0,2358.490566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1439,-1,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
53,199,2,2,46,46,23,23,23,0,23,23,23,0,462311.5578,20100.50251,66.33333333,32.62412195,104,47,48,48,0,48,48,47,47,0,47,47,0,0,0,0,64,64,10050.25126,10050.25126,23,23,23,0,0,0,0,0,0,0,0,0,0,1,28.75,23,23,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,23945,2,2,100,242,50,50,50,0,121,121,121,0,14282.73126,167.0494884,7981.666667,13819.45604,23939,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,83.52474421,83.52474421,50,121,78.4,38.88830158,1512.3,0,0,0,0,0,0,0,0,1,98,50,121,40,0,0,0,0,0,0,2,100,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,166,2,2,148,180,74,74,74,0,90,90,90,0,1975903.614,24096.38554,55.33333333,56.35896853,115,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,12048.19277,12048.19277,74,90,80.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,100.5,74,90,40,0,0,0,0,0,0,2,148,2,180,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5757765,3,1,0,0,0,0,0,0,0,0,0,0,0,0.694714008,1919255,3323458.237,5756854,154,5757765,2878882.5,4070066.327,5756854,911,0,0,0,0,0,0,0,0,0,104,40,0.521035506,0.173678502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
53,162,2,2,70,102,35,35,35,0,51,51,51,0,1061728.395,24691.35802,54,53.25410782,110,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,80,80,12345.67901,12345.67901,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,80,0,0,0,0,0,0,2,70,2,102,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
53,48867,2,2,86,222,43,43,43,0,111,111,111,0,6302.821945,81.85483046,16289,28208.17945,48861,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,40.92741523,40.92741523,43,111,70.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,87.75,43,111,64,0,0,0,0,0,0,2,86,2,222,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,63188,1,1,46,78,46,46,46,0,78,78,78,0,1962.397924,31.65157941,63188,0,63188,63188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15.82578971,15.82578971,46,78,56.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,85,46,78,20,0,0,0,0,0,0,1,46,1,78,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,86250,2,2,70,192,35,35,35,0,96,96,96,0,3037.681159,46.37681159,28750,49790.39854,86243,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,23.1884058,23.1884058,35,96,59.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,74.25,35,96,40,0,0,0,0,0,0,2,70,2,192,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5857347,3,1,0,0,0,0,0,0,0,0,0,0,0,0.682903028,1952449,3381177.095,5856696,56,5857347,2928673.5,4140849.13,5856696,651,0,0,0,0,0,0,0,0,0,104,40,0.512177271,0.170725757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
80,5922799,3,1,0,0,0,0,0,0,0,0,0,0,0,0.675356364,1974266.333,3418917.323,5922092,145,5922799,2961399.5,4187051.488,5922092,707,0,0,0,0,0,0,0,0,0,104,40,0.506517273,0.168839091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
49868,22,1,1,6,6,6,6,6,0,6,6,6,0,545454.5455,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,2048,252,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5005388,5,3,599,2021,599,0,119.8,267.8809437,2021,0,673.6666667,1166.824894,523.4359454,1.598277696,715055.4286,1889547.295,5000145,4,5005388,1251347,2499199.36,5000145,4,4429,2214.5,1892.924853,3553,876,0,0,0,0,168,104,0.99892356,0.599354136,0,2021,291.1111111,678.2819186,460066.3611,0,0,0,1,0,0,0,0,0,327.5,119.8,673.6666667,168,0,0,0,0,0,0,5,599,3,2021,29200,236,1,32,0,0,0,0,0,0,0,0,Web Attack Sql Injection
49247,66,1,1,6,6,6,6,6,0,6,6,6,0,181818.1818,30303.0303,66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15151.51515,15151.51515,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,351,258,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5936286,3,1,0,0,0,0,0,0,0,0,0,0,0,0.673821982,1978762,3426552.501,5935404,121,5936286,2968143,4196340.749,5935404,882,0,0,0,0,0,0,0,0,0,104,40,0.505366487,0.168455496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
80,491861,5,3,251,2404,233,0,50.2,102.2213285,2398,0,801.3333333,1382.757149,5397.86647,16.26475773,70265.85714,171577.2775,459046,48,491861,122965.25,224187.2561,459046,65,17490,8745,9405.934403,15396,2094,0,0,0,0,112,72,10.16547358,6.099284147,0,2398,295,792.2761514,627701.5,0,0,0,1,0,0,0,0,0,331.875,50.2,801.3333333,112,0,0,0,0,0,0,5,251,3,2404,8192,30,4,20,0,0,0,0,0,0,0,0,BENIGN
49528,46,1,1,6,6,6,6,6,0,6,6,6,0,260869.5652,43478.26087,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21739.13043,21739.13043,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,31088,63863,0,20,0,0,0,0,0,0,0,0,BENIGN
53,191,2,2,80,212,40,40,40,0,106,106,106,0,1528795.812,20942.40838,63.66666667,104.2129231,184,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,10471.20419,10471.20419,40,106,66.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,83,40,106,40,0,0,0,0,0,0,2,80,2,212,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,31092,2,2,64,276,32,32,32,0,138,138,138,0,10935.28882,128.6504567,10364,17944.04637,31084,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,64.32522835,64.32522835,32,138,74.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,93,32,138,40,0,0,0,0,0,0,2,64,2,276,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5685747,3,1,0,0,0,0,0,0,0,0,0,0,0,0.70351354,1895249,3281941.843,5684909,149,5685747,2842873.5,4019245.149,5684909,838,0,0,0,0,0,0,0,0,0,104,40,0.527635155,0.175878385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
53,207,2,2,64,96,32,32,32,0,48,48,48,0,772946.8599,19323.6715,69,37.2424489,112,47,47,47,0,47,47,48,48,0,48,48,0,0,0,0,64,64,9661.835749,9661.835749,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,48292,2,2,86,222,43,43,43,0,111,111,111,0,6377.86797,82.82945415,16097.33333,27875.33703,48285,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,41.41472708,41.41472708,43,111,70.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,87.75,43,111,64,0,0,0,0,0,0,2,86,2,222,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,769195,1,1,50,151,50,50,50,0,151,151,151,0,261.312151,2.600120906,769195,0,769195,769195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.300060453,1.300060453,50,151,83.66666667,58.31237719,3400.333333,0,0,0,0,0,0,0,0,1,125.5,50,151,20,0,0,0,0,0,0,1,50,1,151,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
123,6000033,8,8,384,384,48,48,48,0,48,48,48,0,127.999296,2.666652,400002.2,828027.8485,1999922,3,5999960,857137.1429,1069033.787,1999987,3,5999942,857134.5714,1069030.268,2000004,3,0,0,0,0,160,160,1.333326,1.333326,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,160,0,0,0,0,0,0,8,384,8,384,-1,-1,7,20,0,0,0,0,0,0,0,0,BENIGN
80,5722011,3,1,0,0,0,0,0,0,0,0,0,0,0,0.69905493,1907337,3302822.582,5721108,172,5722011,2861005.5,4044795.745,5721108,903,0,0,0,0,0,0,0,0,0,104,40,0.524291198,0.174763733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
443,34690,1,3,0,77,0,0,0,0,46,0,25.66666667,23.45918441,2219.659844,115.3070049,11563.33333,20023.08471,34684,2,0,0,0,0,0,6,3,1.414213562,4,2,0,0,0,0,32,96,28.82675123,86.48025368,0,46,15.4,21.74396468,472.8,0,0,0,0,1,1,0,0,3,19.25,0,25.66666667,32,0,0,0,0,0,0,1,0,3,77,668,122,0,32,0,0,0,0,0,0,0,0,BENIGN
53,61237,2,2,102,438,51,51,51,0,219,219,219,0,8818.198148,65.31998628,20412.33333,35349.13626,61230,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,32.65999314,32.65999314,51,219,118.2,92.01738966,8467.2,0,0,0,0,0,0,0,0,1,147.75,51,219,40,0,0,0,0,0,0,2,102,2,438,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,115881696,22,22,850,7666,426,0,38.63636364,97.11580983,1460,0,348.4545455,602.1886848,73.48874148,0.379697584,2694923.163,4412972.86,10000000,1,116000000,5518176,4970712.97,10000000,48,110000000,5255570.429,5116156.99,10000000,1,0,0,0,0,452,584,0.189848792,0.189848792,0,1460,189.2444444,449.8940358,202404.6434,0,0,0,1,0,0,0,0,1,193.5454545,38.63636364,348.4545455,452,0,0,0,0,0,0,22,850,22,7666,8192,31,21,20,32011.25,54782.28526,205913,14982,9624792.75,1299112.042,10000000,5499607,BENIGN
53,235,2,2,64,158,32,32,32,0,79,79,79,0,944680.8511,17021.2766,78.33333333,133.9452625,233,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8510.638298,8510.638298,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,33620,1,1,49,65,49,49,49,0,65,65,65,0,3390.838786,59.48839976,33620,0,33620,33620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29.74419988,29.74419988,49,65,54.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,81.5,49,65,20,0,0,0,0,0,0,1,49,1,65,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,21339492,19,12,1435,9035,373,0,75.52631579,150.584553,1460,0,752.9166667,613.5600227,490.6396085,1.452705622,711316.4,1838306.003,10000000,28,21300000,1185527.333,2279968.186,10000000,142,7259937,659994.2727,657699.146,2000797,207,0,0,0,0,640,392,0.890367962,0.56233766,0,1460,327.1875,509.0949235,259177.6411,0,0,0,1,0,0,0,0,0,337.7419355,75.52631579,752.9166667,640,0,0,0,0,0,0,19,1435,12,9035,29200,5442,4,32,7329745,0,7329745,7329745,10000000,0,10000000,10000000,BENIGN
50001,20,1,1,6,6,6,6,6,0,6,6,6,0,600000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,58,256,0,20,0,0,0,0,0,0,0,0,BENIGN
53,182,2,2,92,348,46,46,46,0,174,174,174,0,2417582.418,21978.02198,60.66666667,99.01683359,175,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,10989.01099,10989.01099,46,174,97.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,121.5,46,174,40,0,0,0,0,0,0,2,92,2,348,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
389,3638537,14,12,4176,1044,1684,0,298.2857143,591.7199739,210,0,87,89.21475622,1434.64255,7.145729176,145541.48,714458.0949,3574438,1,3638434,279879.5385,990036.1965,3574438,1,3638535,330775.9091,1096166.824,3635843,3,0,0,0,0,304,264,3.847700326,3.298028851,0,1684,193.3333333,437.0594045,191020.9231,0,0,0,1,0,0,0,0,0,200.7692308,298.2857143,87,304,0,0,0,0,0,0,14,4176,12,1044,8192,0,12,20,0,0,0,0,0,0,0,0,BENIGN
123,84016084,8,8,384,384,48,48,48,0,48,48,48,0,9.141106839,0.190439726,5601072.267,15200000,59000000,16153,84000000,12000000,21300000,59000000,1999851,84000000,12000000,21300000,59000000,1999803,0,0,0,0,172,172,0.095219863,0.095219863,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,172,0,0,0,0,0,0,8,384,8,384,-1,-1,7,20,5016211.5,7070955.382,10000000,16291,37000000,31100000,59000000,15000000,BENIGN
53,207,2,2,80,180,40,40,40,0,90,90,90,0,1256038.647,19323.6715,69,113.4504297,200,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,9661.835749,9661.835749,40,90,60,27.38612788,750,0,0,0,0,0,0,0,0,1,75,40,90,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5012167,3,1,0,0,0,0,0,0,0,0,0,0,0,0.798058006,1670722.333,2893161.1,5011457,93,5012167,2506083.5,3543133.183,5011457,710,0,0,0,0,0,0,0,0,0,104,40,0.598543504,0.199514501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
80,5875492,3,1,0,0,0,0,0,0,0,0,0,0,0,0.680794051,1958497.333,3391480.781,5874642,110,5875492,2937746,4153398.154,5874642,850,0,0,0,0,0,0,0,0,0,104,40,0.510595538,0.170198513,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
80,5153338,3,1,0,0,0,0,0,0,0,0,0,0,0,0.776195934,1717779.333,2974523.327,5152463,112,5153338,2576669,3642722.809,5152463,875,0,0,0,0,0,0,0,0,0,104,40,0.58214695,0.194048983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
80,5169439,3,1,0,0,0,0,0,0,0,0,0,0,0,0.773778354,1723146.333,2983987.243,5168758,127,5169439,2584719.5,3654382.292,5168758,681,0,0,0,0,0,0,0,0,0,104,40,0.580333765,0.193444588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
80,17309,2,0,12,0,6,6,6,0,0,0,0,0,693.2809521,115.5468254,17309,0,17309,17309,17309,17309,0,17309,17309,0,0,0,0,0,0,0,0,0,40,0,115.5468254,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,63955,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,30733,1,1,43,149,43,43,43,0,149,149,149,0,6247.356262,65.07662773,30733,0,30733,30733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.53831386,32.53831386,43,149,78.33333333,61.19912853,3745.333333,0,0,0,0,0,0,0,0,1,117.5,43,149,20,0,0,0,0,0,0,1,43,1,149,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,79933,2,2,68,182,34,34,34,0,91,91,91,0,3127.619381,50.0419101,26644.33333,46145.00896,79928,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,25.02095505,25.02095505,34,91,56.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,71,34,91,64,0,0,0,0,0,0,2,68,2,182,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,180,2,2,64,158,32,32,32,0,79,79,79,0,1233333.333,22222.22222,60,101.3262059,177,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,64,64,11111.11111,11111.11111,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,0,1,1,6,6,6,6,6,0,6,6,6,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,253,946,0,20,0,0,0,0,0,0,0,0,BENIGN
443,115299750,22,19,926,5528,465,0,42.09090909,105.8979334,1460,0,290.9473684,522.1516887,55.97583689,0.355594873,2882493.75,4497608.867,10000000,26,115000000,5490464.286,4986699.211,10100000,49,111000000,6151166.722,5027374.907,10100000,49,0,0,0,0,452,524,0.190807005,0.164787868,0,1460,153.6666667,376.0719097,141430.0813,0,0,0,1,0,0,0,0,0,157.4146341,42.09090909,290.9473684,452,0,0,0,0,0,0,22,926,19,5528,8192,980,21,20,62527,62621.46606,251329,43001,10000000,7325.828267,10000000,9984007,BENIGN
80,5361343,3,1,0,0,0,0,0,0,0,0,0,0,0,0.746081719,1787114.333,3094583.027,5360431,125,5361343,2680671.5,3789752.229,5360431,912,0,0,0,0,0,0,0,0,0,104,40,0.559561289,0.18652043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
80,115665077,19,19,493,9633,391,0,25.94736842,88.41221238,1945,0,507,775.2595981,87.54587178,0.328534775,3126083.162,4611130.039,10000000,35,116000000,6425837.611,4771745.509,10000000,92,111000000,6140036.944,5003515.649,10000000,86,0,0,0,0,392,524,0.164267387,0.164267387,0,1945,259.6410256,589.9775414,348073.4993,0,0,0,1,0,0,0,0,1,266.4736842,25.94736842,507,392,0,0,0,0,0,0,19,493,19,9633,8192,946,18,20,44068.90909,95045.36118,330636,14983,10000000,6420.819976,10000000,9994235,BENIGN
53,201,2,2,88,188,44,44,44,0,94,94,94,0,1373134.328,19900.49751,67,75.31932023,150,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,64,64,9950.248756,9950.248756,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,71174,2,2,90,240,45,45,45,0,120,120,120,0,4636.524574,56.20029786,23724.66667,41086.26588,71167,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,28.10014893,28.10014893,45,120,75,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,93.75,45,120,40,0,0,0,0,0,0,2,90,2,240,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
49737,1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,5403,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
